cons_name,year,month,nights_valid,bm_mean_rad,nlit_0p25,lit_share_0p25,nlit_0p5,lit_share_0p5,nlit_1p0,lit_share_1p0
Bole Bamboi,2015,10,9.103500484788675,0.0215107262775591,0.0436292557027365,0.0056750253442102,0.0114627506322955,0.0012958711833298,0.003388862627106,0.0004005365518298658
Adansi Asokwa,2015,10,7.998787288706712,0.1200995767070036,0.6354745772401811,0.0793779214199338,0.401083470918317,0.0483549727088113,0.2234645775693454,0.0255783035453059
Obuasi West,2015,10,5.657303197557892,0.3625631227071084,2.185362770189016,0.3873385984180869,1.3027350374641544,0.2335298424832758,0.5678440381116832,0.0979374787534129
Abuakwa North,2015,10,10.82829348517524,0.1356495751840194,1.2913027063648446,0.1186828769551782,0.5392042780527412,0.0511717012984557,0.1784556188230183,0.0180015843099884
Tain,2015,10,8.684502615116031,0.0284897492079047,0.0781778307393481,0.0093154503015743,0.0160895699499912,0.0020194791140805,0.001453040094647,0.00020054980563209647
Wenchi,2015,10,7.67722148822984,0.0350054484894244,0.0933601637830934,0.0120679588795465,0.0326586048632857,0.0042682745034172,0.0112215822430962,0.0014956037621348
Sefwi Akontonbra,2015,10,7.644637881589474,0.106496472352229,0.7688005878247938,0.1093032594053597,0.4143604476433524,0.0607623729646969,0.0445026411365291,0.0068102202086406
Kpando,2015,10,11.376136914725532,0.0721336789397179,0.6743456971669042,0.065434544358075,0.0667803451027017,0.0044941252538271,0.0040580072900208,0.000266922714974192
Nkwanta South,2015,10,10.407342559233184,0.0315754314905436,0.0592122398304835,0.0056902775011459,0.0140377899616514,0.0012581644112325,0.0027778483839458,0.00024588194025771407
New Juaben North,2015,10,10.88401512394055,0.2486959926184599,3.2481856471130075,0.2954950544115425,1.758395792632651,0.159520496315851,0.4219549698783995,0.0382859488814373
Botianor Ngleshie,2015,10,17.545455812074174,0.7633362666181235,15.31616345979686,0.8705780217061101,10.425675393253734,0.5952310061289781,4.494991152661867,0.258392658127192
Ketu South,2015,10,13.869285740597489,0.1457571127065423,1.9301242617354888,0.1332181965784571,0.7575975245883523,0.051116089860791,0.1935695779766947,0.0132184358911598
Krachi West,2015,10,8.332160160277382,0.0452375406841201,0.2211701331831904,0.0338655150126722,0.0329225494118968,0.003389463296944,0.0024197872168809,0.0002427875780597656
Akwatia,2015,10,9.298062097355096,0.2026324774783348,2.054526835279723,0.219083710166266,1.1567071565567295,0.1253997970729888,0.3464619318855714,0.0392342862665282
Suaman,2015,10,8.711094367621378,0.1176938458636997,1.110833694467426,0.1307737824544936,0.5483246661151164,0.0665757254706543,0.0753933078569647,0.0096490646440395
Jaman North,2015,10,9.649134941087436,0.0303352786088379,0.1266428305809936,0.0130180933224585,0.0192545604238983,0.0018943517741669,0.0011069165645361,9.78335376600214e-05
Krachi East,2015,10,8.714941284367175,0.0569968265274661,0.2994584034646604,0.0404539475615659,0.0475125368784622,0.0052978299122248,0.0069069746477633,0.0007387638008770102
Korle Klottey,2015,10,17.292611881013325,3.068094747823485,17.255362344425805,0.9976027165499692,16.80571983405419,0.9681762473519456,15.3732897872716,0.8751176146601146
Tempane,2015,10,10.433898462794287,0.0159074111187768,0.0097066641853697,0.000994633507652922,0.0032355547284565,0.0003355390129840583,0.0021570364856377,0.0002276871870950543
Okere,2015,10,13.289352737846226,0.118978184063344,1.2193066002047273,0.0993042519065475,0.5430474579791418,0.0452386495440803,0.0638924740753928,0.0051005241005557
Ablekuma Central,2015,10,19.47059380175065,2.2577468170802697,19.43960255500355,0.9984060082448016,18.571185237757277,0.9527003923628892,16.224698367636616,0.8307079262546764
Ayawaso North,2015,10,18.48015990524134,2.92175943254189,18.48015990524134,1.0,18.442404501036425,0.9979024765439948,18.005626295528575,0.9746777416599336
Shai Osudoku,2015,10,18.157386435353345,0.0713657948890198,0.8031876288515205,0.0441377484025592,0.3176759743629298,0.0174331465608022,0.0380339887522264,0.002119337715658
Techiman North,2015,10,8.116896066727776,0.0366997376019293,0.1697531296139501,0.0197400146106149,0.0231196075824475,0.0027850427240951,0.0015691803875193,0.00019459255743881245
Atebubu Amantin,2015,10,11.803954793623848,0.0334364922745771,0.0764415399444676,0.0063637497049224,0.0294638104418132,0.002437787585682,0.0058472643830295,0.0004539901603903587
Ablekuma South,2015,10,18.02353616532722,1.5400968124762815,17.486509758897824,0.9688870900884766,15.442307692307695,0.8477575304350217,12.831371986222733,0.6996143054929227
Ayawaso Central,2015,10,20.261608344549128,2.93007320358166,20.261608344549128,1.0,20.20625841184388,0.99732463299466,20.002691790040377,0.9874809816038465
Nkoranza North,2015,10,10.21831830255287,0.0334134933416844,0.0790123386721455,0.0075743683605199,0.0457819221993938,0.0044482526490246,0.0131460208633665,0.0013265782192029
Berekum West,2015,10,7.007715866766417,0.0538384682409597,0.2253907574064901,0.0326137491124964,0.0581447823130752,0.0085010392836576,8.022736435056956e-05,8.914151660923333e-06
Keta,2015,10,12.098351788379816,0.0779870150180416,0.652391079092819,0.0556012559774551,0.2057100627646957,0.0147256148690209,0.0377027449541474,0.002401602789586
Jaman South,2015,10,8.36613308542036,0.0411819863134053,0.1824406707182574,0.0213662624994644,0.035707857839774,0.0039593997286837,0.0006901507370403897,8.380402078711698e-05
Biakoye,2015,10,10.905150523106768,0.0450810169123845,0.1781287476350663,0.0217438349583667,0.0246264811952601,0.0022361265959435,0.0044159858688452,0.0004724742640665478
Ayensuano,2015,10,12.696963219069051,0.0749923820007796,0.6412715294500085,0.0488199484137937,0.1780144763412345,0.0136997814664183,0.0024645467442365,0.00024354449867951372
Gomoa East,2015,10,16.19149915804356,0.1367957637357426,2.1164601945902954,0.1300227551383589,0.9681418377780135,0.0592062629108443,0.1965854828982325,0.01178723566095
Zabzugu,2015,10,10.722579391768848,0.0235299170987975,0.0508812626239696,0.0041618645757514,0.0241715033253898,0.0019531199312511,0.0061925421309313,0.0004956481477510764
Techiman South,2015,10,7.631247289908049,0.0931196855754915,0.5865005040067132,0.0689840574600694,0.2958660186848524,0.0341130268913366,0.0930920107896856,0.0106118191095313
Akuapim North,2015,10,13.235081579928105,0.1576408444103431,1.816383574104135,0.1383027459421486,0.9428056167922624,0.0739251398778895,0.2880311538680191,0.0235294496876689
Ejura/ Sekyedumase,2015,10,10.85985712032023,0.0596674290108484,0.3098043794988229,0.0325385966828197,0.1440381218699637,0.015298417717949,0.0281529267289245,0.0031968406007803
Ajumako Enyan Esiam,2015,10,15.837074171570144,0.1025026847668668,1.480698358624961,0.0916679606365127,0.6069255187364508,0.037561748137746,0.0686822545679777,0.004239857966555
Nkoranza South,2015,10,9.514507117155071,0.0477154383641614,0.1739778616863518,0.0180990709820573,0.0711606976361001,0.0076216064313548,0.0170176323114005,0.0017737471284095
Aowin,2015,10,10.256620249371268,0.0909679455086354,0.9327391767789612,0.0942868276675007,0.4160496238947286,0.0413922683814865,0.0148213547376367,0.001419937616315
Bunkpurugu,2015,10,9.222547032568734,0.0204051116997956,0.0357642775230934,0.004190587151589,0.0182327689333417,0.0021908820414354,0.0063113430923106,0.0008056145760653998
Sunyani West,2015,10,6.280159859964357,0.0879552464526482,0.5710280176731731,0.0956559549617496,0.158726392711398,0.0251450637920154,0.0183227357565404,0.0028326248994526
Upper Denkyira East,2015,10,8.804510188945459,0.123975834676439,0.969945720894858,0.0986767315486583,0.5883039314952664,0.0599097773346007,0.237643905765049,0.0238745967840937
Kumawu,2015,10,12.057672273130324,0.048036872543778,0.1986032842265059,0.0193945194934095,0.110842586009181,0.0112248255375709,0.0458723441140331,0.0051434126431932
Nandom,2015,10,13.496332180355967,0.037912917653891,0.1838517635638673,0.0131075703823585,0.065016250222711,0.0046108739309279,0.0062666265274902,0.0004481900674089347
Amenfi West,2015,10,10.909438577702874,0.0724410764992496,0.5949976152646471,0.0565692029912474,0.2202319191706389,0.0205443435226603,0.0278712652557226,0.0022517869420444
Nsuta/ Kwamang/ Beposo,2015,10,11.420718979702905,0.0492795573522759,0.185992783420295,0.0181519843160367,0.0831872367035685,0.0083373323717655,0.0234532697592876,0.0027356328774042
Buem,2015,10,11.682915201716227,0.044196998030845,0.1431295597912605,0.0123054138513793,0.0603948342938867,0.005204336692966,0.0264840338137519,0.0023019320490485
Ada,2015,10,16.19556493999143,0.0941875530154085,1.4080066300429923,0.0842095552081785,0.3214839596225511,0.0185871601956891,0.0621566530470471,0.0035806640542611
Dormaa East,2015,10,6.315085321969502,0.0996745269300835,0.5457249933188454,0.0927541272505475,0.3409957717096091,0.0590548782873369,0.0924816812063782,0.0166731311137947
Abura Asebu Kwamankese,2015,10,15.933826111279716,0.1086923164262493,1.4092854124634722,0.0852677255480789,0.6360525391752511,0.0377794658656548,0.1591381147077551,0.0091841237162767
Akuapim South,2015,10,12.390405206274488,0.2051890299338209,2.886972746521022,0.2265226397981538,1.176435975195763,0.0923206449768896,0.3772386427073433,0.0301863464085243
Mampong,2015,10,10.677450076270356,0.0644576220020645,0.3311316432055587,0.035772118192452,0.1552179940027724,0.0172762464282748,0.0579654666411465,0.0066488858453525
Offinso North,2015,10,7.468503832258637,0.074482875343832,0.3757238341210706,0.0519242678151632,0.1637865337871611,0.0230433258921893,0.0304803768973624,0.0041054026398986
Sunyani East,2015,10,5.403925306802687,0.1855971783730012,1.1612902547009407,0.1942700475917835,0.6207914583438546,0.1023689793604401,0.1801108529872228,0.0285796758064716
Ningo Prampram,2015,10,18.551158831933197,0.167322775330864,3.407676258481744,0.1893857099541579,1.421465424475309,0.079391393273252,0.3527616481749943,0.0199401047300294
Achiase,2015,10,12.895834598705076,0.1084392314858136,1.3025756894757523,0.1050314933615439,0.5710167110052925,0.0471188499326167,0.0512465430044176,0.0041528203259966
Ellembele,2015,10,12.60704235338414,0.1114164480048873,1.0593985654827542,0.0936528903971911,0.4478697801933607,0.039694211221634,0.0802521203586211,0.0082040602414691
Dormaa West,2015,10,5.490287727160111,0.1530959119802719,0.8727035802555554,0.1595660917002957,0.380181247408636,0.0697646915341661,0.148243795533969,0.029102468388109
EKUMFI,2015,10,16.584407369924975,0.1072181556576753,1.58015463150375,0.0939294501408996,0.5379509465412547,0.0321968165018925,0.0855086915108941,0.0051292000235838
Upper West Akim,2015,10,13.32767784950226,0.095821561796972,1.084020386251872,0.0796668105341659,0.3918057341304028,0.0284837167847462,0.0106868761846692,0.0007661788285273564
Tano North,2015,10,5.9671839707441485,0.1033230488963075,0.5838877706242989,0.0978286742785586,0.3304850878136475,0.056970139012235,0.0193958298120803,0.0033785627631893
Twifo Ati Morkwaa,2015,10,11.247728746845793,0.0744193018449045,0.496659203184419,0.045761884366087,0.2690629775740129,0.0259277325052392,0.0413057095639193,0.0040068552498263
Hohoe,2015,10,12.095528525758825,0.0689360920577017,0.4960975153082808,0.0400147567828936,0.2616467757258865,0.0209320314689097,0.1002597033348821,0.0080901459474413
Kpone Katamanso,2015,10,18.10553086141901,0.849988427207546,13.709548191076356,0.7404449654687218,10.59831204636246,0.5619911718268674,6.603404039835705,0.3460040769505661
Evalue Ajomoro Gwira,2015,10,14.126841354144709,0.0967312319972237,0.963286372971472,0.0692781419908067,0.5363985998279156,0.0384676120257117,0.1722133338862147,0.012397022346794
Afram Plains North,2015,10,11.632817897221551,0.0494105613705163,0.3000223213040106,0.0309426378808024,0.0957902020636045,0.007679442291805,0.0277520772763544,0.0023721326010377
Assin South,2015,10,13.767972794217217,0.0629783187865864,0.5300086450228628,0.0372652268019099,0.1631711610369862,0.0112564829121572,0.0161807747190367,0.0011088290261249
Cape Coast South,2015,10,16.904157941968286,0.8921958322997331,13.459419682919538,0.7873457265339263,10.16089739754712,0.5860283946878642,6.016201017050555,0.3421980057816341
Asutifi North,2015,10,4.57645222282645,0.1401804984890586,0.6228328636950149,0.1529816139848442,0.3468322526962328,0.0867270527160749,0.0910257544026079,0.0221665677284128
Sekyere Afram Plains,2015,10,5.335725165210413,0.1616304201880267,0.7030245584152904,0.1208700900399146,0.505619610701213,0.0869454546744705,0.2758358787064864,0.04744654626442
Assin North,2015,10,12.456085775237671,0.077381586238727,0.766835049747235,0.0629752944549718,0.2680409421696144,0.0219951375799366,0.0397501051400866,0.0037035928157086
Domeabra/ Obom,2015,10,14.921946128177115,0.1102877743661395,1.2149286788810107,0.0815400393134107,0.2249935073526169,0.0148139538753138,0.0037485850928816,0.0002408492215409238
Shama,2015,10,14.791885296807225,0.1709529486015655,2.4556732993305395,0.1711635802131507,1.0029927674785934,0.0711971367176053,0.2594514237651167,0.0197666387379785
Ahafo Ano South East,2015,10,7.205748288356101,0.1556694036734551,0.9077796472587536,0.1222534517874093,0.7537089133740267,0.1004347249138603,0.2766475574584134,0.0368780726127354
Asikuma Odoben Brakwa,2015,10,15.416559346563806,0.0784421709759927,0.922643586824662,0.0592269121674037,0.3557592907656553,0.022678672456457,0.0545464282956405,0.0034203430921122
Nadawli Kaleo,2015,10,14.237797905291297,0.023975217074496,0.0844472044044923,0.0057783669096065,0.0262633759191802,0.0017908760943893,0.0017380175240634,0.0001206072454238213
Afram Plains South,2015,10,13.404075145531875,0.055222417946399,0.4623789813829184,0.0353379201272776,0.243404880441571,0.0166955204865909,0.0837318614300487,0.0058615745403905
Essikadu Ketan,2015,10,14.41041223404255,0.5175146724386733,7.8236968085106335,0.53233548103797,5.609773936170211,0.3798989573826992,2.452327127659574,0.1661666660733084
Bawku Central,2015,10,9.744206933716546,0.0630398218534484,0.436640779734008,0.0411322510750422,0.2897058034474958,0.0271243542026449,0.1171910539613073,0.0108616393529921
Sekondi,2015,10,14.336653296678527,0.7804660518172307,8.14820406507729,0.5688532886380211,7.189530848618682,0.4994245479636788,5.050858533507593,0.3499332011057268
Afigya Sekyere East,2015,10,6.888144248672667,0.1246653293556592,0.7659110569424658,0.1016022048195208,0.4987731659393562,0.0660046734861998,0.1243813572675849,0.0159027374334952
Awutu Senya East,2015,10,15.679139594293511,0.3808361320831542,6.022991589580877,0.3711625217882296,3.9367877098230415,0.2414807243218755,1.8182696233392048,0.1104848562792272
Pusiga,2015,10,10.485104300251162,0.0409675281728214,0.2234506726967817,0.0209757251105833,0.0904137863002056,0.0084872653948185,0.0338624860566233,0.0031663624197238
Effia,2015,10,14.066392852606178,0.4337563241734988,5.29965702671804,0.3887648305133607,3.407037303637209,0.255056516246183,1.7558538341025525,0.1325066888666013
Offinso South,2015,10,6.692774756924679,0.1662266020998822,0.951759242241538,0.1349927892298416,0.6404636922345898,0.0912088643702895,0.312387091568458,0.0458883527242148
Agona East,2015,10,13.72432405891981,0.1168428278890623,1.5940981996726675,0.1136790718425388,0.6914729950900164,0.0479693886621835,0.0712831423895253,0.0049402165160607
Ahanta West,2015,10,14.726157751021669,0.1355712939981652,1.8702558322795808,0.126655691266737,0.925405159406478,0.0629497291540206,0.2268144360755277,0.0156076583119959
Zebilla,2015,10,11.26363665774672,0.0252646293231264,0.0919262925835032,0.0076704104725712,0.0445488956366207,0.0036093349849829,0.0160281740914826,0.0012652983405082
Afadjato South,2015,10,13.607605302497348,0.0556117579400754,0.40343744504045,0.0300703178064442,0.1507581669890959,0.0111469440733867,0.0222311378825184,0.0016062090633179
Takoradi,2015,10,13.544679531891807,1.9954581555840325,13.349608618150818,0.9801931012917572,12.726497713709987,0.9303679542699306,10.167557932263817,0.7441218806690397
Asutifi South,2015,10,4.146195561984739,0.2482658916799645,1.0154599499374222,0.2588000249015562,0.6184324155193991,0.1566324518487495,0.2467647058823528,0.0647258709760983
Lambussie Karne,2015,10,13.310302887886683,0.0292780413022845,0.0850756154528469,0.0068189512059148,0.0283146398178979,0.0023325644038945,0.0019754399872952,0.00015573940547917094
Bia East,2015,10,5.653881789255316,0.1461597181603642,0.8380720618960081,0.1492344760882558,0.452320177478535,0.0788242538996082,0.1817872250891453,0.0313160539927622
Tema West,2015,10,17.669093657993162,2.1117625220420777,17.581065488979075,0.9937958273346844,16.449351476088168,0.9268922652156072,13.656839341131532,0.763680130419235
Ayawaso West Wuogon,2015,10,17.357850070721355,2.0506001537369256,17.19908062234795,0.9907740032437816,16.859992511856223,0.9718764634544592,14.338401697312582,0.8281533327534808
Juaboso,2015,10,6.486452739664155,0.1327458487283755,1.07466400345281,0.1621201407945484,0.5042939304820886,0.0764058803920697,0.1003643517449738,0.0163951650698912
North Dayi,2015,10,12.612744673747722,0.1343448369952835,1.701702051364484,0.1195417681777151,0.9515351229705832,0.0637297056694903,0.3726119965872416,0.0251274660652821
Ledzokuku,2015,10,17.640682715577633,1.7709193360807785,17.575054133231433,0.9965660334081348,16.928162017577378,0.9619255365079992,13.980639408992486,0.7997005841548984
Ahafo Ano North,2015,10,5.193104047757219,0.147376074794416,0.6366676311481114,0.1214237150788358,0.4490393642724331,0.0834116113449583,0.1131104770764736,0.0245335424007919
Asante Akim North,2015,10,11.243261405257712,0.0979701299410982,0.7000913049455716,0.078110041345193,0.4023058660190859,0.0455139722845169,0.1404647366243803,0.0163663088941166
Sissala West,2015,10,14.865234237050007,0.0219590676655723,0.0391491193827157,0.0026336551346364,0.0093828467942045,0.0006348533004416467,0.0005392440686324482,3.667057294841383e-05
Cape Coast North,2015,10,16.108758544402527,0.1486574711473183,2.54572141702357,0.1573424284307386,0.8125904075786368,0.0508218172682565,0.1706186005615906,0.0110486439228282
Krowor,2015,10,17.73891891891892,1.922725914690946,17.684324324324326,0.9963240039703009,16.96762162162163,0.954040234536738,14.330324324324325,0.8036992532469937
Bia West,2015,10,6.052783449403711,0.1527698580210484,1.1236245232508617,0.1853681875692504,0.6012125289225777,0.0957493294973811,0.1222603467695894,0.0194894049867464
Chiana Paga,2015,10,10.275420720497507,0.0271174689232444,0.0713595679430031,0.0071433801580561,0.0152444165918881,0.0016321226407487,0.0024546800275657,0.00024299484326435812
Mpohor,2015,10,12.869456685834477,0.0787814247230265,0.6981724424541583,0.0549170328066732,0.3418065238410259,0.0269957677326063,0.0810021542584771,0.0062586322319295
Asunafo North,2015,10,5.045608202009339,0.1102515722656672,0.5439339782987006,0.1159660312526515,0.2441767979204487,0.0502898882885664,0.064761412634882,0.0124822859939624
Dadekotopon,2015,10,16.241180629197597,2.2867309324814684,16.2288441145281,0.9990543431551392,16.002368328031107,0.9803274125619252,14.041039236479325,0.85363030263416
Bongo,2015,10,10.197274414686389,0.0229608610621219,0.0498501572995664,0.0056535185896401,0.0164454127173827,0.0018299192518833,0.0035974340319274,0.0003725913864729984
Obuasi East,2015,10,4.699341450703559,0.3003177090276264,1.737385701426067,0.3920472932164319,0.750784100061591,0.1592003236262797,0.3225375467854267,0.0683593920581478
Atwima Nwabiagya North,2015,10,6.54621596661881,0.2528472199800349,1.2849029639965766,0.2008203195844848,0.8863273271451396,0.1335023768811747,0.5459261056846452,0.0832230281089924
Ablekuma North,2015,10,19.77881257275902,2.198566742492916,19.77881257275902,1.0,19.72566938300349,0.9972952813430492,18.375203725261937,0.926956054866661
Manso Nkwanta,2015,10,4.331419702859898,0.1000531341938123,0.3396468071000212,0.0637532357102393,0.1612742217400476,0.0284406645021842,0.0755714522496459,0.0130571102885786
Ho West,2015,10,12.83886844567203,0.0680004604060944,0.5262529513966232,0.041529177127224,0.1530520782287165,0.0127175314193176,0.02830845992783,0.0026976679857044
Ayawaso East,2015,10,19.02537158004355,3.13764099321796,19.02537158004355,1.0,19.02537158004355,1.0,18.48063996970557,0.974776025777918
Nabdam,2015,10,11.247910931252854,0.0271564585118327,0.1860462853974337,0.0163044200901509,0.0744185141589735,0.0065354240497844,0.0099224685545298,0.0008569404897636406
Atwima Nwabiagya South,2015,10,5.833081520345572,0.2848431242366062,1.1080889169411634,0.1950723775506064,0.8189747332294525,0.1414367901479218,0.5652655870924478,0.0986278625957176
Kwabre East,2015,10,6.336478973045153,0.2777351487803563,1.7951336840097023,0.3003269151262935,1.0703782944046218,0.1804991141556113,0.333930664195579,0.0593358001518596
Afigya Kwabre South,2015,10,5.6660936405045526,0.5573438295914078,3.732316485634197,0.6499896412360441,2.379106079187105,0.4183625072445107,0.834738524877365,0.1484900866781172
Damongo,2015,10,8.65014559672182,0.0194766574446614,0.0200578680681381,0.0024448206664731,0.0097524471308742,0.001217479972482,0.0034686538764449,0.0004414215209856364
Afigya Kwabre North,2015,10,6.476430953138624,0.1624018918278937,1.030908864507382,0.153334320819146,0.370989388048757,0.0557414763076654,0.0796518947936411,0.0126707307767684
Effiduasi/ Asokore,2015,10,7.009058654103881,0.1330664306181274,0.7363086665970081,0.0925504112327824,0.4691010853121693,0.0579574525905775,0.1820453296141668,0.0230253975854145
Okaikwei South,2015,10,19.473836276083468,3.0629337549592286,19.473836276083468,1.0,19.470947030497594,0.9998624168850636,19.255377207062605,0.9887667004025
Abetifi,2015,10,10.707412311593185,0.0925304681782777,0.4935570403644274,0.0676904451853793,0.2272785518654377,0.0339072535656248,0.0898508072181425,0.0162904018150561
Berekum East,2015,10,6.3028136277448175,0.1004613736279035,0.6271290802699451,0.1150950906627917,0.2208391950578015,0.041843995700614,0.0201928762207678,0.0056808322928747
Builsa South,2015,10,11.915447911200015,0.0231766524339251,0.0100999098929607,0.000770325450102183,0.00019422903640309164,1.4940695664514392e-05,0.0,0.0
Ejisu,2015,10,6.95973149352992,0.3408131248152861,1.818350098400953,0.2869050510864486,1.158874621510871,0.1835535393133749,0.7149557009108619,0.1126121783193979
Yunyoo,2015,10,9.144698281777384,0.0146831891540765,0.0006644627926893456,7.382919973777546e-05,0.0,0.0,0.0,0.0
Ho Central,2015,10,16.04994996164943,0.0921122466299973,1.1071587713210858,0.068791339370468,0.551757186164579,0.0327398747210115,0.2414171445268272,0.0139724780519464
Nalerigu Gambaga,2015,10,10.399322474678346,0.0155839838820094,0.0445980472670864,0.0039995262807741,0.0127977005201204,0.0010941896812133,0.003684186513368,0.00030701554326223446
Gomoa Central,2015,10,16.980569752144994,0.0767026301482702,0.8983550065776444,0.0526566809548517,0.2182963316530259,0.0127413907746283,0.0175617309102762,0.000985975004752124
Asunafo South,2015,10,4.758972315601023,0.2447843273641826,1.08074438651529,0.2260260764940053,0.8498981407173363,0.1774546592018132,0.4982529589700706,0.1071357836306756
Odododiodioo,2015,10,17.59671381031614,1.5786513902259345,17.518302828618964,0.9945576814764152,15.855241264559067,0.8914842488377439,12.814683860232943,0.7089992457157783
Walewale,2015,10,9.155655049427518,0.0164025801532207,0.0153594475560601,0.0017087252164603,0.0044411058218508,0.000491734769662514,0.0004199221885279157,4.5505758770081616e-05
Dormaa Central,2015,10,5.743447754007016,0.1102104608421174,0.6725573823118023,0.1283853669310301,0.2612804109055056,0.0539085163906271,0.056934030405173,0.0119352822052286
Hemang Lower Denkyira,2015,10,14.295152583264176,0.0558851833299981,0.3811009778675128,0.0272740715577153,0.1200069297697776,0.0086947687555892,0.0154486812049244,0.0010469479916395
South Dayi,2015,10,13.70972803456119,0.063446472254637,0.6198976565897878,0.0454951770183062,0.118323382701508,0.0077831106395607,0.0021226164785792,0.00013487459058810855
Asante Akim Central,2015,10,6.802426022253609,0.2299314643681949,1.0575760446450102,0.1522825844488204,0.8214845499328258,0.1168170532542207,0.6521947879706501,0.0939017648320459
Efutu,2015,10,16.13823586258812,0.2292877553294813,4.436344770759795,0.2561313226704136,2.50159201652035,0.1414749667897475,0.6397058075541945,0.0363419499993794
Atwima Mponua,2015,10,4.003514310681055,0.2027348305347831,0.6393209322551631,0.1642893196705355,0.485702336792539,0.1260580212677041,0.241830104926379,0.0651922820059127
Mfantseman,2015,10,17.009806867874076,0.1210735274637082,2.042214303675582,0.1178865502439741,0.6595563296923013,0.0377422675963851,0.0931223129243356,0.0052795657916534
Tema Central,2015,10,17.395914499315566,2.9659966242317166,17.395914499315566,1.0,17.149731494156043,0.9850170600787078,16.285247973044115,0.9330760317955497
Suame,2015,10,5.1831510677200106,1.124980109126865,4.783799634318831,0.9139620086035724,4.245075378618001,0.7954317000498746,2.120709283471901,0.3901103085779751
Jomoro,2015,10,12.183383969309206,0.095488762833542,0.8931354298562175,0.0757854543355211,0.4795240652900285,0.0408877243307453,0.064189925214574,0.0055767994351655
Ablekuma West,2015,10,18.42747210465564,1.3472627676326798,18.076952674105424,0.9798815037342804,14.665640631011929,0.7867322743237133,10.391304347826086,0.5508149900760683
Karaga,2015,10,7.606789630623763,0.0172898176227809,0.0076491918959383,0.0011284829161729,0.0036436385445255,0.0005429613109985633,0.0009613872276182904,0.00014064530815713038
Okaikwei Central,2015,10,19.094295302013425,2.8009964396489555,19.094295302013425,1.0,19.094295302013425,1.0,18.783221476510068,0.9835288613834638
Old Tafo,2015,10,6.145830373632617,1.541101721457958,6.124449495666997,0.9969438977845438,5.873490552635317,0.9555014924055338,3.9475777809347927,0.6477566416298469
Tarkwa Nsuaem,2015,10,12.993874664321938,0.1382375450254707,1.6330951338492588,0.1243204931319444,0.8965963705294311,0.0688391641397851,0.3180651960186756,0.0244152613615498
Wa East,2015,10,15.197265579467846,0.0236467177695211,0.0315116348818307,0.0020212223294156,0.0114809934041455,0.0007282943478754592,0.0039408534088971,0.00025310202816963313
Manhyia South,2015,10,6.223158432273714,1.6974220150513597,6.223158432273714,1.0,6.0518000765990045,0.9713789864615522,4.389633601429849,0.7009508726034268
Mpraeso,2015,10,10.65927238416936,0.1028648432875525,0.6685879128538399,0.0815045212783711,0.3689725845119831,0.0441750327557299,0.1116123836854978,0.0149202390579057
Gomoa West,2015,10,16.194932234066382,0.1026779519511898,1.4993613840109925,0.0913874927798521,0.574893614445433,0.0352049290860303,0.1468816774716859,0.0088212399450668
Bantama,2015,10,6.003804073388319,1.1974960396269154,5.594681030129608,0.918935086309378,4.65403130786063,0.7370254355856636,2.9535768389160078,0.4439679864605274
Asante Akim South,2015,10,8.654880384842501,0.1020956553715176,0.5181811198648059,0.0566051647759821,0.4078197539043559,0.0445077500586813,0.2439100209800617,0.0267202024339151
Kumbungu,2015,10,8.188583967752367,0.0231628303171944,0.0275833172130027,0.0046337370825959,0.0068564309662712,0.0011391107732089,0.0007618256629190319,0.00012243627130916122
Komenda Edina Eguafo Abirem,2015,10,14.807467798736068,0.1172007743299577,1.7192749288436486,0.1114907286116188,0.6955304163249552,0.0440780119237477,0.1401900718799749,0.008657538087032
Krachi Nchumuru,2015,10,9.340813137825949,0.0361271043485308,0.0682296976593666,0.0084720678196227,0.0020844878568799,0.00026495890181589435,0.0,0.0
Kwadaso,2015,10,6.707513565697927,1.4790007193926915,6.677652385232532,0.995153125997445,6.3223809048237305,0.940797479074738,4.309464362994773,0.6438400039383669
Bolgatanga Central,2015,10,9.493004788749465,0.0279863320479993,0.0594896041704552,0.0063612117266365,0.032587743226041,0.0033392435540977,0.0,0.0
Sawla Tuna Kalba,2015,10,12.171021611484225,0.0204781790758896,0.0320190683790895,0.0026793260244795,0.0146474019088016,0.0012136487317367,0.0014397018970189,0.00011994597873835613
Nanton,2015,10,6.905821853250992,0.0168195336981715,0.0053510881886478,0.0009481368729149698,0.0,0.0,0.0,0.0
Tolon,2015,10,6.918424184043518,0.027129826221811,0.0212800317316409,0.0049631923075172,0.0096328195829555,0.0023319450965284,0.0014449229374433,0.0003692580871233347
Tano South,2015,10,5.311027252090818,0.1211100349689823,0.4928122046389525,0.0874869373988297,0.3117987178019071,0.0533328614999311,0.0819721444087993,0.0144683755432268
Yendi,2015,10,9.034156239431857,0.026256044316668,0.1057717248195002,0.0133693122033481,0.0541417272163141,0.0067394756739848,0.0161867019512691,0.0019364018209472
Sagnarigu,2015,10,5.559100173999502,0.1170209631112502,0.564489187173751,0.1027029464911857,0.3865324384787473,0.0678216330900792,0.203514789957743,0.0350261595919302
Tamale Central,2015,10,4.703129675064328,1.9160789051319715,4.643827419065286,0.9881395495071292,4.353778947998324,0.9203458817573276,3.525402429537431,0.751516112369899
